,greek_pelike_iron_age_-500BCE_57,greek_pelike_iron_age_-400BCE_137,greek_pelike_iron_age_-300BCE_293,greek_pelike_iron_age_-450BCE_37,greek_pelike_iron_age_-450BCE_32,greek_pelike_iron_age_-350BCE_74,greek_italiote_pelike_hellenistic_age_-350BCE_114,greek_italiote_pelike_iron_age_-350BCE_202,greek_italiote_pelike_iron_age_-350BCE_209,greek_italiote_pelike_iron_age_-400BCE_44,greek_italiote_pelike_hellenistic_age_-300BCE_258,greek_italiote_pelike_iron_age_-350BCE_204,greek_loutrophoros_iron_age_-450BCE_158,greek_loutrophoros_hellenistic_age_-150BCE_295,greek_loutrophoros_iron_age_-600BCE_288,greek_loutrophoros_iron_age_-500BCE_213,greek_loutrophoros_iron_age_-450BCE_164,greek_loutrophoros_iron_age_-500BCE_211,greek_italiote_loutrophoros_iron_age_-400BCE_246,greek_italiote_loutrophoros_iron_age_-350BCE_291,greek_italiote_loutrophoros_iron_age_-400BCE_247,greek_italiote_loutrophoros_iron_age_-400BCE_244,greek_italiote_loutrophoros_iron_age_-400BCE_245,greek_italiote_loutrophoros_iron_age_-400BCE_243,greek_amphora_iron_age_-550BCE_4,greek_amphora_iron_age_-350BCE_143,greek_amphora_iron_age_-450BCE_26,greek_amphora_iron_age_-350BCE_142,greek_amphora_iron_age_-350BCE_146,greek_amphora_iron_age_-550BCE_6,greek_italiote_amphora_iron_age_-400BCE_81,greek_italiote_amphora_iron_age_-400BCE_86,greek_italiote_amphora_iron_age_-400BCE_88,greek_italiote_amphora_iron_age_-400BCE_90,greek_italiote_amphora_hellenistic_age_-300BCE_221,greek_italiote_amphora_iron_age_-450BCE_265,greek_amphora_iron_age_-1000BCE_155,greek_amphora_iron_age_-1050BCE_277,greek_amphora_iron_age_-1000BCE_152
greek_italiote_loutrophoros_iron_age_-400BCE_247,0.35967644866401816,0.5379824852226079,0.5042770918509274,0.43357432351736847,0.42814467084770913,0.5010812871667909,0.4879196525606851,0.3380322376692405,0.48917196102063926,0.39867767592109554,0.4265340264556802,0.43864396653487964,0.4755764886867202,0.3786486723813511,0.3819284837620914,0.4162949722492767,0.3287833446689241,0.39517242294388755,0.38232875507430203,0.33443538167997117,0.0,0.2957942491913849,0.3493144389595344,0.3158019673191541,0.39933864460011675,0.40918766595850026,0.33002412119476193,0.410414877454194,0.3668453430505078,0.3679531785962674,0.3993052864750506,0.3987876680032359,0.3582269964153363,0.31110895884108697,0.34719291816184844,0.32183424648169523,0.35840265751054584,0.4368360209807703,0.4426143849959945
greek_italiote_loutrophoros_iron_age_-400BCE_244,0.39692887125293086,0.38169727087858374,0.4243810861682403,0.3357239930536778,0.33814211474033556,0.3656811464089375,0.343907605588564,0.40948063518429406,0.3469092933187337,0.3887622843363606,0.3435681632513226,0.3121227145738197,0.3158811691977664,0.4554735595003197,0.3320582173880226,0.30898390362157696,0.37813885419484505,0.3600872073476348,0.3792130088047467,0.23181024905028794,0.2957942491913849,0.0,0.20927351607494654,0.1878847064105273,0.34492340161827895,0.3034994280553154,0.29102545928662443,0.26596331597509787,0.2731994309417802,0.2637839064552942,0.37603255835313537,0.31905548605930295,0.3028317018500295,0.3683135861276924,0.3206067211570686,0.3004538257287208,0.31505276765834733,0.4713645526803456,0.3444831396772016
greek_italiote_loutrophoros_iron_age_-400BCE_245,0.37635711890496076,0.3680228694347514,0.35036047689026456,0.3034928536233637,0.29949287053390394,0.29903168535772684,0.30286241324355095,0.391371362833885,0.2799596359504477,0.3731412155713222,0.2955545865274481,0.3029764484258576,0.2735954991596672,0.3938757494418978,0.2660673764093774,0.2250886155761013,0.3348494293548542,0.25961855688719,0.34066518159188725,0.21797777442190636,0.3493144389595344,0.20927351607494654,0.0,0.2058002273183123,0.24922013676743252,0.2279017361811104,0.19422441650527997,0.15793697768289996,0.17687965105401432,0.1431870029047434,0.2771869455839942,0.23863733618495087,0.21676085950332988,0.33141969930840126,0.21006340255835174,0.24097748296397015,0.22359339149422897,0.4295187192256534,0.2764833422899879
greek_italiote_loutrophoros_iron_age_-400BCE_243,0.409637642201423,0.40971710357658453,0.4162178527923327,0.38889666320245264,0.31758599007172617,0.37225184887352025,0.36222478885148557,0.3926077608038322,0.31360260237797605,0.42918214673841254,0.31527574333056857,0.3297899493207626,0.27368366268771,0.3756609220215189,0.2969469861962986,0.22149997606085772,0.2879303534208544,0.31542685199430787,0.3110919250617727,0.194960367552604,0.3158019673191541,0.1878847064105273,0.2058002273183123,0.0,0.36594974011145187,0.26053763046763906,0.27823272463561294,0.2557267330832174,0.23566702585947466,0.26744638440964813,0.34665079061072285,0.29905626728115253,0.27114791110168485,0.33389139744218727,0.26552979917050246,0.3050421220449238,0.2838709050678317,0.5109489549397381,0.37759982711148504
greek_amphora_iron_age_-550BCE_4,0.310808500150963,0.40063540875612846,0.3849714939998808,0.23025567424091478,0.35742627929763515,0.3455182817909528,0.3733373033849767,0.35789877623075583,0.3469292885130428,0.3220715047491819,0.3934088457926138,0.3522250970180749,0.4508789030273637,0.4558360397707342,0.3723125259499618,0.38833463204813545,0.40420323768073835,0.37422996301382855,0.5005417103116244,0.3717891340574368,0.39933864460011675,0.34492340161827895,0.24922013676743252,0.36594974011145187,0.0,0.2799025509908851,0.19023816371489383,0.1936171929894214,0.22867983365417496,0.18600450842875602,0.20853281100888643,0.2879917881744549,0.2149254105961465,0.31507989835728095,0.2848754406966723,0.18492395105266196,0.2386948421234349,0.29786020937798713,0.2467797854949002
greek_amphora_iron_age_-350BCE_143,0.36960082851457887,0.32958469888920505,0.4018559842459197,0.2996405358587208,0.29697599357104587,0.34972694093038537,0.36329243563785946,0.3610404729303786,0.22441499348064298,0.4050751750064307,0.28451774048309175,0.23877508804633316,0.26775928695562445,0.3776470497471455,0.3399065871554471,0.26521664168400455,0.32838875093321546,0.3253924453652397,0.39291523201984974,0.2495691917898562,0.40918766595850026,0.3034994280553154,0.2279017361811104,0.26053763046763906,0.2799025509908851,0.0,0.25108708933756335,0.17455580791942685,0.1606406308039712,0.1794024660397039,0.29477056744352004,0.19219802340386205,0.2053035139126274,0.27440026447884097,0.21462045099409496,0.22308810129386933,0.23904034087121329,0.44110441775821013,0.3470207295910811
greek_amphora_iron_age_-450BCE_26,0.2982597466422334,0.4084611732184222,0.334261028874028,0.2703488086720633,0.30029218208474345,0.3320819424061259,0.3386557368993576,0.32435417763343655,0.31858476242223144,0.2990025230856438,0.3262845712994326,0.31480077236857107,0.39022232194006895,0.3659949232402496,0.29148592047849375,0.2927972971950405,0.31137907492878253,0.27993840278107385,0.38945730874278806,0.3309152710407158,0.33002412119476193,0.29102545928662443,0.19422441650527997,0.27823272463561294,0.19023816371489383,0.25108708933756335,0.0,0.1816520649531681,0.1835302687373018,0.14263129775156203,0.17959916061718867,0.26366879838853596,0.16152418087582388,0.28346391540694027,0.20958674897655896,0.11940555100911948,0.1476147540449309,0.3209121243451616,0.24762149534514052
greek_amphora_iron_age_-350BCE_142,0.3631226057039391,0.3381894417682069,0.3152660939360358,0.26390369535701264,0.2997110613666065,0.2781979641905759,0.27825017607114494,0.40165337782584715,0.25601416438695807,0.34644585960906193,0.2861865490177106,0.27244554949208233,0.3052330408102358,0.41749206020478713,0.29172691144440177,0.26403062195214116,0.3534153361484281,0.2859279715552774,0.393666189478816,0.26700098490096974,0.410414877454194,0.26596331597509787,0.15793697768289996,0.2557267330832174,0.1936171929894214,0.17455580791942685,0.1816520649531681,0.0,0.1469600873924897,0.129697614465713,0.21088408784222107,0.2368457146157551,0.20494414953960405,0.31974589078473403,0.2166379337628709,0.2151591840463567,0.19682480689877413,0.39528676175274996,0.24851937685706987
greek_amphora_iron_age_-350BCE_146,0.341650236271626,0.39010675394345945,0.37032433731545317,0.27991238027827076,0.299211871342097,0.3415557224842858,0.3546500118749748,0.34898359671548274,0.25525793357715454,0.36773628268293995,0.31381980777321195,0.27460273467255314,0.3139903115277625,0.34850987714391163,0.3123045206539054,0.25298722093614606,0.30429680738476905,0.2775324686625336,0.40586060894325043,0.27805195737257826,0.3668453430505078,0.2731994309417802,0.17687965105401432,0.23566702585947466,0.22867983365417496,0.1606406308039712,0.1835302687373018,0.1469600873924897,0.0,0.13750870426364797,0.219719115291631,0.17628441383418325,0.14003829839277665,0.270074384518153,0.16803366817033216,0.16175970809979331,0.20749041465254403,0.39929026856596334,0.3078668767863454
greek_amphora_iron_age_-550BCE_6,0.33929399511427677,0.37717554215513055,0.3411240884708216,0.24676070021795077,0.29958423124060934,0.30449473755651885,0.3255163918649791,0.3665919283881819,0.29332612595427493,0.3330647852472313,0.2996366778940991,0.27630966751317604,0.33781485470158235,0.3887193891928359,0.2910472927783906,0.2765816059600969,0.3387853179817335,0.2992103438929391,0.4096482564578052,0.2943210353639066,0.3679531785962674,0.2637839064552942,0.1431870029047434,0.26744638440964813,0.18600450842875602,0.1794024660397039,0.14263129775156203,0.129697614465713,0.13750870426364797,0.0,0.1809246192040588,0.19230473803364245,0.1368532582838717,0.30029022889587925,0.1879432102426857,0.1518172183608023,0.20134810145275278,0.3639777336691507,0.25589663666802714
