,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38
greek_italiote_loutrophoros_iron_age_-400BCE_247,2.1693511535835484,2.4654757326155856,0.1965339846453434,0.026962066519397306,3.574883565221843,-0.4863235998892379,-0.37482000362701273,-0.18344086361993373,-0.09332640480708587,-0.22906339687172866,-0.4563024609036552,0.4549706770975522,-0.10062995682282726,0.08268849414773177,-0.006817946908852304,-0.31997549662923036,0.2534007494777569,-0.12620816989742872,-0.1525004047928732,0.008354578322425234,-0.12735370096077014,-0.015603371141361025,-0.10361921975552224,0.35777707635218814,-0.3272288191729304,-0.0036095397395946582,-0.005720787510898669,0.010680301044390605,-0.010551485316758508,0.09408211752235805,0.1558487914494091,-0.06956807886049143,-0.08526840578012214,-0.06200516916536061,-0.039150653207290616,-0.08207800296558618,-0.09838165761601214,0.03416462046206081
greek_italiote_loutrophoros_iron_age_-400BCE_244,0.4868603224726253,-0.9090482424281954,1.8430422575815097,0.3635462374392374,2.676586769851233,-0.15297732070412695,-0.949980218981672,0.42096341355297556,-1.0278057931504692,-0.09399335100731479,-0.008000416983096843,-0.2490308127552775,0.14566262927757298,0.3673338029959423,-0.2105897697671676,0.20489613055722353,0.04093487990667398,-0.136808327513269,-0.14981465448038134,0.13894153910273407,0.21420429388348416,-0.28054607504606144,0.03658472183676936,-0.2380228065211451,0.210787008270564,-0.05883680156889476,0.03107390069463871,0.09592244336387919,0.09442185356094757,0.0543365185273393,-0.18336306394498347,-0.08600268039984105,-0.04993565879612589,0.06564329239534247,-0.08515739028480379,0.15432827953967404,0.015133070477057458,-0.09635457780451887
greek_italiote_loutrophoros_iron_age_-400BCE_245,0.42207717409233103,-0.87262600826568,1.2687442749496944,0.9421160140151392,0.46075379845237663,0.6526238048867548,-0.17730899242261244,0.16138019655840613,-0.505180527733111,-0.18163460621309835,1.0247703377896342,-0.49609641095320534,-0.34779483428374225,-0.12337520345344094,-0.05965432091968855,0.2543893544268787,-0.14507415794969078,0.11161508942236598,-0.298492730119582,0.04307341887594046,0.15065018120471602,0.4266591621232803,-0.05294615227663868,0.028533260166574044,0.050517136447393855,0.17457882279673786,-0.039156005605148925,-0.0557343605441052,-0.21945466733589836,0.24530648831694346,0.2098684533432068,0.02995525910090465,0.13529742771145292,-0.10984726392855297,0.02934787595289709,-0.07200794429727331,0.004623778879191923,-0.07094887951516289
greek_italiote_loutrophoros_iron_age_-400BCE_243,1.5764945673455464,-1.3502579670898394,1.1872677656784005,0.3395570786056275,2.0278336026826063,-0.13342570122069408,0.29327193404721547,-0.35606641660104726,-0.278916094015538,0.2816503690028692,-0.8378242468901461,0.6060865158367394,-0.006998983244347785,-0.1496537945007485,0.0788037103151808,0.1953500643017917,-0.023497380962703693,-0.10539259104328777,0.12244705319437514,-0.27130661854838906,0.10166257218156148,0.22081556278832337,0.07995545291089548,-0.12565384376710897,0.15188873573886727,-0.03708893519727739,-0.05105550645599517,-0.1862009885083594,0.03955097065370509,-0.19665421661898508,0.03824306027180418,0.2519767440296992,0.22072600995367792,-0.0011727501940166848,0.10340056108804743,-0.04965725732713713,0.12095136090374636,0.044253807304064315
greek_amphora_iron_age_-550BCE_4,-1.07691136821223,2.1722456601789695,1.41060046626933,1.241591323606071,-0.6757520102662031,0.6785911493888273,0.7789132588620635,0.6757639019723067,-0.27597622342938016,0.04563219475974775,0.22643062895048963,0.20203627322459586,-0.2362152472078702,-0.01779813724306889,0.3153046929604984,0.041020498964129584,0.22483795425085115,-0.09995241137919278,-0.08170597017878356,0.21767670597179062,0.17883182401494013,-0.20428954598219518,-0.17244946846658052,-0.12885517810438504,-0.2568788786159878,0.3542547075459063,-0.23323037664772645,-0.023478748473807168,0.26921450540027386,-0.18182166260874444,-0.06503737420080268,-0.05629129306304058,0.01263604866670983,-0.0632231500263584,0.15236177767439651,-0.041716109966072015,-0.007032821029039644,-0.022632570149846043
greek_amphora_iron_age_-350BCE_143,0.2596058667132087,-0.6529199694319286,1.8509664507166121,-0.37772524431547216,-0.6990118961914763,-0.044956493380865443,1.1860512734235078,0.5396365802181923,0.5105601570277223,-0.41181200257901796,-0.3723793269040583,0.35811938320954173,0.009667675071911765,-0.5721142981097331,-0.4656791364649198,0.02405892654419743,0.026468424988580347,-0.23157292380344124,-0.0807291571411794,-0.2831780164513503,0.2598899767472264,0.16971974070726617,-0.041299881729963135,0.12593011569062565,0.20789042253315787,-0.12711466009326125,0.17600992119258463,0.07755007529322555,0.07401113702021786,0.07366041963960467,-0.03816447084078699,-0.32047001844527334,0.002345864141788327,-0.040586825236543764,0.1258393727026779,0.02479016491440495,-0.05335036117142191,0.006019969756306802
greek_amphora_iron_age_-450BCE_26,0.14939173005366757,1.1154886579940948,0.6623996970020903,1.1631862351721631,-0.3050963443446445,-0.030882463690369566,0.03332166265146318,-0.342369927537902,-0.6515063936259239,0.4382905788874709,0.4995309876821738,0.27250525150167004,-0.07047811891345257,0.032846474577466256,-0.01864437676351903,0.36779537112525523,0.0599814877645376,0.2914557871471377,0.40332391807732226,-0.10403767089026984,-0.13756654860371645,-0.0015447352040688853,0.01324014437923993,0.07801320470210787,0.04168972097218508,-0.08130447816717132,-0.03512749609805592,0.2238940517728137,-0.04308513494298472,-0.01686483169921104,0.04023728368790811,0.005281924584172475,0.08038097122998439,0.25502982509436206,0.1187282210480654,0.03819608215708198,-0.26667161381165505,0.09397515330528403
greek_amphora_iron_age_-350BCE_142,-0.5732420581694271,-0.5282531073281481,1.1822991679327772,0.9040898389307266,-0.6808771606434854,0.6716683591171235,0.7830869236137239,0.37573070553058613,0.09527099349275284,-0.326616432032785,-0.3469263142421754,0.29268402524166426,0.36495266062851833,-0.47008673633717707,0.14010944887282056,-0.19383345365888474,0.06656091851547048,0.10643794700320416,-0.41367468249653505,0.060213750473802986,-0.06022060478594875,0.0440303169884808,0.17942473354619992,0.2214569194958007,-0.08885376277031952,0.07634950924874868,0.006122740013325204,-0.0396057200775693,-0.08941449723390527,0.04815711951706069,-0.005951510398754415,0.2750127196641127,-0.13856917699750781,0.21509156113780348,-0.054928677105616344,0.1925526628411733,-0.008275639143614774,-0.11342352739100209
greek_amphora_iron_age_-350BCE_146,0.549664594186895,0.40417899922717637,1.4842291252510789,0.5917978510482822,-0.6948310128372628,-0.0799541586711775,0.12569742497466385,0.4418254861387768,0.03628265210471269,-0.16365164259233847,0.05095095176056118,0.0222465298903691,0.24277344387960464,-0.16174875194454358,0.3453385640316517,0.33432022219033986,-0.047199508752130914,0.1751940356424206,-0.23694757310082015,0.2554792345898302,0.027219878011091804,0.03859345524028293,-0.11842556338223562,-0.02377051845976839,-0.0062004337744352295,-0.21791972317072206,-0.03341178026899579,-0.08743133475312519,-0.09549439828823492,-0.15276252271245574,0.009397872538699266,-0.04562107812763292,0.03133996540850295,-0.13785782734813987,-0.27288489666878757,0.09322045086292012,-0.02481218244753275,0.2722072845882561
greek_amphora_iron_age_-550BCE_6,-0.16738256533789034,0.3616289118488899,1.2675550737298624,1.3768466715261753,-0.5163183630700812,-0.2031350853255596,-0.14333498057610417,0.013831136965052442,-0.2823207606298644,-0.08288314443428599,0.2965091177643465,0.15106243520979895,0.03371672894850343,-0.32780679879170604,0.041141380394721344,-0.05228886315498085,0.1305026734466288,0.0328086107898698,0.35509911636993763,0.04999132459381939,-0.06048176036105832,0.08340180670299463,-0.08495885166837687,-0.1840721427705726,-0.254302162150464,-0.29206702796455153,0.2030668905000021,0.13387856737997997,-0.18736148254966717,-0.21864502875669833,0.1256819966841949,-0.09790808640209901,-0.10853349221290932,0.0567857055713461,-0.05365074098526065,-0.11340074776482845,0.1790485950724431,-0.16363664050175936
