taxon	min_age	max_age
greek_hydria_iron_age_-400BCE_1069	2325.0	2375.0
greek_hydria_iron_age_-800BCE_1070	2650.0	2850.0
greek_hydria_iron_age_-800BCE_1071	2650.0	2850.0
greek_hydria_iron_age_-800BCE_1072	2650.0	2850.0
greek_hydria_iron_age_-800BCE_1073	2650.0	2850.0
greek_hydria_iron_age_-800BCE_1074	2650.0	2850.0
greek_hydria_iron_age_-800BCE_1075	2650.0	2850.0
greek_italiote_hydria_hellenistic_age_-300BCE_1076	2125.0	2325.0
greek_italiote_hydria_hellenistic_age_-300BCE_1077	2125.0	2325.0
greek_italiote_hydria_hellenistic_age_-300BCE_1078	2125.0	2325.0
greek_italiote_hydria_hellenistic_age_-300BCE_1079	2125.0	2325.0
greek_italiote_hydria_hellenistic_age_-300BCE_1080	2125.0	2325.0
greek_italiote_hydria_hellenistic_age_-300BCE_1081	2125.0	2325.0
greek_italiote_hydria_hellenistic_age_-300BCE_1082	2125.0	2325.0
greek_italiote_hydria_hellenistic_age_-300BCE_1083	2125.0	2325.0
greek_hydria_iron_age_-600BCE_1084	2500.0	2550.0
greek_hydria_iron_age_-600BCE_1085	2500.0	2550.0
greek_hydria_iron_age_-600BCE_1086	2500.0	2550.0
greek_hydria_iron_age_-600BCE_1087	2500.0	2550.0
greek_hydria_iron_age_-650BCE_1088	2550.0	2650.0
greek_italiote_hydria_hellenistic_age_-350BCE_1089	2250.0	2300.0
greek_italiote_hydria_hellenistic_age_-350BCE_1090	2250.0	2350.0
greek_italiote_hydria_hellenistic_age_-350BCE_1091	2250.0	2300.0
greek_italiote_hydria_iron_age_-450BCE_1094	2370.0	2400.0
greek_italiote_hydria_iron_age_-450BCE_1095	2375.0	2400.0
greek_italiote_hydria_iron_age_-450BCE_1096	2350.0	2400.0
greek_hydria_iron_age_-750BCE_1098	2636.0	2665.0
greek_hydria_iron_age_-1000BCE_1099	2850.0	3000.0
greek_hydria_hellenistic_age_-250BCE_1100	2100.0	2250.0
greek_stamnos_iron_age_-500BCE_2001	2400.0	2475.0
greek_stamnos_iron_age_-500BCE_2002	2400.0	2450.0
greek_stamnos_iron_age_-500BCE_2003	2400.0	2450.0
greek_stamnos_iron_age_-500BCE_2004	2400.0	2475.0
greek_stamnos_iron_age_-500BCE_2005	2400.0	2450.0
greek_stamnos_iron_age_-500BCE_2006	2425.0	2475.0
greek_stamnos_iron_age_-500BCE_2007	2400.0	2450.0
greek_stamnos_iron_age_-500BCE_2008	2400.0	2450.0
greek_stamnos_iron_age_-500BCE_2009	2400.0	2450.0
greek_stamnos_iron_age_-500BCE_2010	2400.0	2450.0
greek_stamnos_iron_age_-450BCE_2011	2350.0	2425.0
greek_stamnos_iron_age_-450BCE_2012	2350.0	2425.0
greek_stamnos_iron_age_-450BCE_2013	2375.0	2425.0
greek_stamnos_iron_age_-450BCE_2014	2375.0	2425.0
greek_stamnos_iron_age_-450BCE_2015	2375.0	2425.0
greek_stamnos_iron_age_-450BCE_2016	2375.0	2425.0
greek_stamnos_iron_age_-450BCE_2017	2375.0	2425.0
greek_stamnos_iron_age_-450BCE_2018	2375.0	2425.0
greek_stamnos_iron_age_-450BCE_2019	2375.0	2425.0
greek_stamnos_iron_age_-450BCE_2020	2350.0	2425.0
greek_stamnos_iron_age_-550BCE_2021	2450.0	2500.0
greek_stamnos_iron_age_-550BCE_2022	2450.0	2500.0
greek_stamnos_iron_age_-550BCE_2023	2450.0	2500.0
greek_stamnos_iron_age_-550BCE_2024	2450.0	2500.0
greek_stamnos_iron_age_-550BCE_2025	2450.0	2500.0
greek_stamnos_iron_age_-550BCE_2026	2450.0	2500.0
greek_stamnos_iron_age_-550BCE_2027	2450.0	2500.0
greek_italiote_stamnos_hellenistic_age_-300BCE_2028	2125.0	2325.0
greek_italiote_stamnos_iron_age_-400BCE_2030	2250.0	2370.0
greek_sos_iron_age_-587BCE_amph_so6	2525.0	2550.0
greek_sos_iron_age_-600BCE_amph_so2	2525.0	2575.0
greek_sos_iron_age_-600BCE_bapd_9018333	2525.0	2575.0
greek_sos_iron_age_-600BCE_amph_so7	2525.0	2575.0
greek_sos_iron_age_-650BCE_amph_b24	2551.0	2650.0
greek_sos_iron_age_-700BCE_amph_so1	2640.0	2660.0
greek_sos_iron_age_-725BCE_amph_b23	2650.0	2700.0
